payment_id,order_id,payment_method,payment_status,payment_date,payment_amount
44738,44738,apple_pay,paid,2024-11-28 06:55:42,4359.93
44739,44739,bank_transfer,failed,2024-11-08 21:20:37,3027.55
44740,44740,bank_transfer,paid,2024-11-29 08:28:57,9371.8
44741,44741,credit_card,paid,2024-11-25 09:56:36,3719.77
44742,44742,paypal,paid,2024-11-03 23:14:04,657.82
44743,44743,apple_pay,paid,2024-11-19 06:06:46,6313.06
44744,44744,paypal,paid,2024-11-15 01:52:40,13264.61
44745,44745,bank_transfer,paid,2024-11-04 06:25:57,12516.11
44746,44746,paypal,paid,2024-12-01 11:40:45,434.02
44747,44747,apple_pay,refunded,2024-11-17 14:38:59,5087.14
44748,44748,google_pay,paid,2024-12-01 22:38:30,6785.34
44749,44749,google_pay,paid,2024-11-21 21:20:22,1245.76
44750,44750,credit_card,paid,2024-11-28 12:48:34,5811.39
44751,44751,credit_card,paid,2024-11-29 22:06:34,3292.91
44752,44752,bank_transfer,paid,2024-11-16 00:04:33,2599.3
44753,44753,credit_card,pending,2024-11-24 16:09:03,9201.44
44754,44754,credit_card,paid,2024-11-17 20:09:52,1880.97
44755,44755,paypal,paid,2024-11-30 20:02:00,4347.06
44756,44756,credit_card,paid,2024-11-22 21:32:53,2201.04
44757,44757,paypal,paid,2024-11-15 11:05:30,3656.82
44758,44758,bank_transfer,paid,2024-11-14 01:29:18,9925.93
44759,44759,bank_transfer,paid,2024-11-16 23:58:12,3929.66
44760,44760,apple_pay,paid,2024-11-19 02:13:56,7773.23
44761,44761,paypal,paid,2024-11-09 04:03:59,9772.7
44762,44762,bank_transfer,failed,2024-11-05 02:55:07,4031.94
44763,44763,paypal,paid,2024-11-27 11:46:20,7589.22
44764,44764,credit_card,pending,2024-11-28 12:38:10,12654.89
44765,44765,bank_transfer,paid,2024-11-19 17:21:56,2596.92
44766,44766,apple_pay,paid,2024-11-08 03:04:38,6240.04
44767,44767,paypal,paid,2024-11-24 15:50:41,3647.83
44768,44768,apple_pay,paid,2024-12-02 02:09:35,6997.65
44769,44769,paypal,paid,2024-11-20 08:07:03,6409.29
44770,44770,apple_pay,paid,2024-11-09 12:31:04,6322.26
44771,44771,google_pay,failed,2024-11-28 23:29:56,5825.64
44772,44772,apple_pay,paid,2024-11-19 10:49:35,12964.98
44773,44773,google_pay,paid,2024-11-25 08:28:43,4215.69
44774,44774,google_pay,paid,2024-11-14 08:14:52,3110.4
44775,44775,paypal,paid,2024-11-10 23:25:16,6959.91
44776,44776,google_pay,failed,2024-11-21 06:07:01,5173.6
44777,44777,google_pay,paid,2024-11-06 21:49:47,3180.51
44778,44778,bank_transfer,failed,2024-11-12 19:38:34,9917.72
44779,44779,google_pay,paid,2024-11-22 09:17:37,1483.81
44780,44780,bank_transfer,paid,2024-11-05 06:00:09,3754.9
44781,44781,credit_card,paid,2024-11-09 08:41:03,1226.59
44782,44782,google_pay,refunded,2024-11-10 13:30:20,9233.08
44783,44783,credit_card,paid,2024-11-30 14:37:39,15063.05
44784,44784,credit_card,paid,2024-11-04 01:46:52,4688.8
44785,44785,paypal,pending,2024-11-08 20:59:36,2052.61
44786,44786,bank_transfer,paid,2024-11-27 15:26:14,4382.26
44787,44787,bank_transfer,paid,2024-11-30 11:29:54,9619.73
44788,44788,paypal,paid,2024-11-30 07:41:26,8765.33
44789,44789,google_pay,refunded,2024-11-03 08:16:49,13520.49
44790,44790,google_pay,paid,2024-11-29 07:28:39,3374.88
44791,44791,paypal,paid,2024-11-11 13:32:07,3921.32
44792,44792,paypal,paid,2024-11-14 20:41:17,2502.48
44793,44793,google_pay,paid,2024-11-30 01:58:48,16827.69
44794,44794,bank_transfer,paid,2024-11-03 22:08:45,10365.23
44795,44795,bank_transfer,paid,2024-11-02 21:37:52,8026.32
44796,44796,bank_transfer,paid,2024-11-16 11:47:40,3311.68
44797,44797,credit_card,paid,2024-11-03 11:03:06,12684.25
44798,44798,paypal,paid,2024-11-25 06:14:36,3035.24
44799,44799,apple_pay,paid,2024-11-11 02:50:26,2267.28
44800,44800,paypal,paid,2024-11-23 16:13:41,4738.26
44801,44801,apple_pay,paid,2024-11-22 01:49:55,130.02
44802,44802,google_pay,failed,2024-11-20 15:19:39,6333.64
44803,44803,apple_pay,paid,2024-11-23 02:16:23,3184.29
44804,44804,bank_transfer,paid,2024-11-19 05:10:41,5821.86
44805,44805,google_pay,paid,2024-11-26 07:13:03,4067.02
44806,44806,apple_pay,paid,2024-11-09 12:02:10,7037.51
44807,44807,credit_card,paid,2024-11-17 10:20:22,5570.92
44808,44808,paypal,paid,2024-11-17 20:53:18,8928.97
44809,44809,apple_pay,refunded,2024-11-18 00:47:47,9790.39
44810,44810,google_pay,paid,2024-11-11 05:58:33,845.37
44811,44811,paypal,paid,2024-11-28 04:19:51,10715.22
44812,44812,credit_card,paid,2024-11-09 09:40:27,4313.16
44813,44813,paypal,paid,2024-11-15 07:11:33,1052.58
44814,44814,credit_card,paid,2024-11-16 10:04:02,9648.93
44815,44815,google_pay,paid,2024-11-25 07:11:55,6400.35
44816,44816,apple_pay,paid,2024-11-24 12:00:13,2447.76
44817,44817,apple_pay,paid,2024-11-18 17:37:54,4775.28
44818,44818,bank_transfer,paid,2024-11-29 01:27:58,5733.22
44819,44819,paypal,paid,2024-12-01 06:31:59,18164.15
44820,44820,paypal,failed,2024-11-15 00:52:54,2185.59
44821,44821,google_pay,pending,2024-11-19 16:37:13,2274.57
44822,44822,bank_transfer,paid,2024-11-03 21:42:47,14933.0
44823,44823,credit_card,pending,2024-11-16 17:28:06,2068.61
44824,44824,credit_card,paid,2024-11-07 09:23:58,8784.62
44825,44825,credit_card,paid,2024-11-16 02:44:39,15006.55
44826,44826,google_pay,paid,2024-12-01 06:29:38,13966.4
44827,44827,credit_card,paid,2024-11-06 13:57:52,6357.87
44828,44828,paypal,paid,2024-11-26 19:08:03,638.97
44829,44829,bank_transfer,pending,2024-11-23 02:43:53,2239.92
44830,44830,paypal,paid,2024-11-13 17:00:09,18831.92
44831,44831,google_pay,paid,2024-11-14 15:54:15,8045.73
44832,44832,apple_pay,paid,2024-11-13 08:01:43,9116.25
44833,44833,paypal,paid,2024-11-09 11:26:06,3088.29
44834,44834,credit_card,paid,2024-11-26 06:55:40,8504.44
44835,44835,apple_pay,paid,2024-11-19 08:31:50,1410.67
44836,44836,apple_pay,paid,2024-11-07 03:01:17,4043.84
44837,44837,apple_pay,paid,2024-11-15 05:10:13,8262.45
44838,44838,paypal,paid,2024-11-15 10:44:42,7179.52
44839,44839,bank_transfer,paid,2024-11-03 08:52:49,1777.18
44840,44840,credit_card,pending,2024-11-12 19:55:45,3268.48
44841,44841,credit_card,refunded,2024-11-30 23:45:33,8240.94
44842,44842,bank_transfer,paid,2024-11-22 01:56:08,4136.02
44843,44843,paypal,paid,2024-11-26 18:16:07,3585.65
44844,44844,credit_card,paid,2024-11-11 21:49:17,8033.93
44845,44845,google_pay,paid,2024-11-13 14:52:49,4244.71
44846,44846,bank_transfer,failed,2024-11-18 11:22:57,6681.22
44847,44847,google_pay,paid,2024-11-06 09:03:07,4090.84
44848,44848,apple_pay,paid,2024-12-01 08:34:31,406.41
44849,44849,credit_card,paid,2024-11-07 21:05:20,1672.59
44850,44850,bank_transfer,paid,2024-11-28 18:44:43,9217.24
44851,44851,google_pay,pending,2024-11-02 09:31:47,1595.82
44852,44852,apple_pay,paid,2024-11-20 19:30:10,6989.57
44853,44853,google_pay,paid,2024-11-05 08:08:41,5034.58
44854,44854,credit_card,pending,2024-11-17 21:20:18,8606.89
44855,44855,bank_transfer,paid,2024-12-01 00:08:34,14626.27
44856,44856,paypal,failed,2024-11-12 23:01:25,429.75
44857,44857,bank_transfer,paid,2024-11-15 11:01:44,5626.84
44858,44858,credit_card,pending,2024-11-16 17:13:54,835.57
44859,44859,credit_card,paid,2024-11-18 02:22:05,2965.71
44860,44860,bank_transfer,paid,2024-11-10 22:33:06,2645.33
44861,44861,paypal,failed,2024-11-21 22:46:43,7067.9
44862,44862,bank_transfer,paid,2024-11-12 14:50:07,7477.23
44863,44863,paypal,paid,2024-11-26 06:58:12,2853.0
44864,44864,bank_transfer,paid,2024-11-26 11:43:15,5472.37
44865,44865,credit_card,paid,2024-11-16 14:23:20,1832.83
44866,44866,credit_card,paid,2024-11-27 18:11:51,5823.57
44867,44867,paypal,paid,2024-11-16 05:05:17,6453.12
44868,44868,apple_pay,refunded,2024-11-12 23:27:50,4156.69
44869,44869,credit_card,paid,2024-11-24 23:22:29,3442.86
44870,44870,credit_card,paid,2024-11-04 11:57:54,651.44
44871,44871,bank_transfer,failed,2024-11-13 22:35:35,2489.27
44872,44872,bank_transfer,paid,2024-11-21 18:19:01,7847.38
44873,44873,credit_card,paid,2024-11-07 19:12:12,3878.36
44874,44874,paypal,paid,2024-11-09 14:59:26,3694.31
44875,44875,google_pay,paid,2024-11-27 05:08:56,6467.26
44876,44876,paypal,failed,2024-11-25 18:29:21,8763.86
44877,44877,credit_card,pending,2024-11-04 09:41:28,11933.75
44878,44878,bank_transfer,failed,2024-11-28 12:52:42,9813.55
44879,44879,paypal,paid,2024-11-13 20:19:35,7460.86
44880,44880,apple_pay,paid,2024-11-07 12:00:45,1544.73
44881,44881,paypal,pending,2024-11-17 03:55:43,5222.32
44882,44882,bank_transfer,paid,2024-11-08 14:05:54,2723.5
44883,44883,google_pay,paid,2024-11-28 16:59:29,3504.44
44884,44884,credit_card,paid,2024-11-25 10:42:35,7148.2
44885,44885,paypal,paid,2024-11-03 16:10:21,5196.2
44886,44886,bank_transfer,paid,2024-11-20 05:25:48,3850.4
44887,44887,paypal,paid,2024-11-18 10:57:24,9487.18
44888,44888,paypal,paid,2024-11-25 13:27:09,2325.11
44889,44889,paypal,paid,2024-11-22 13:27:08,2712.12
44890,44890,credit_card,paid,2024-11-10 15:15:42,14084.74
44891,44891,google_pay,paid,2024-11-06 01:43:47,7946.34
44892,44892,google_pay,paid,2024-11-08 13:59:14,4364.14
44893,44893,google_pay,paid,2024-11-22 08:34:59,66.89
44894,44894,bank_transfer,paid,2024-11-02 21:15:29,11023.18
44895,44895,google_pay,paid,2024-11-20 03:14:53,13447.77
44896,44896,bank_transfer,paid,2024-11-29 13:23:18,2873.54
44897,44897,google_pay,refunded,2024-12-01 18:04:12,17112.84
44898,44898,apple_pay,paid,2024-11-16 12:59:27,4851.48
44899,44899,credit_card,paid,2024-11-11 18:04:31,9810.08
44900,44900,bank_transfer,paid,2024-11-09 18:27:01,915.94
44901,44901,paypal,paid,2024-11-24 00:03:56,832.04
44902,44902,credit_card,paid,2024-11-18 22:25:28,4235.96
44903,44903,google_pay,failed,2024-11-08 22:32:45,2449.77
44904,44904,credit_card,paid,2024-11-17 07:29:29,686.55
44905,44905,credit_card,paid,2024-11-10 04:50:40,4942.11
44906,44906,credit_card,paid,2024-11-28 04:35:34,4604.93
44907,44907,credit_card,pending,2024-11-04 18:18:01,2418.57
44908,44908,google_pay,pending,2024-11-17 17:27:41,11951.63
44909,44909,credit_card,paid,2024-12-01 03:29:15,8673.46
44910,44910,credit_card,paid,2024-11-24 17:45:20,5701.74
44911,44911,apple_pay,failed,2024-11-09 01:54:40,5872.56
44912,44912,credit_card,paid,2024-11-02 20:45:09,2125.74
44913,44913,apple_pay,pending,2024-11-04 18:56:02,5332.45
44914,44914,paypal,paid,2024-11-16 20:47:48,3703.26
44915,44915,bank_transfer,paid,2024-11-09 08:06:33,14401.56
44916,44916,bank_transfer,paid,2024-11-29 19:45:59,9656.36
44917,44917,apple_pay,paid,2024-11-08 07:59:23,1100.44
44918,44918,paypal,paid,2024-11-24 09:21:18,1656.04
44919,44919,apple_pay,paid,2024-12-02 06:14:21,6344.78
44920,44920,bank_transfer,refunded,2024-11-07 05:47:38,3154.16
44921,44921,credit_card,paid,2024-11-09 12:54:46,6464.37
44922,44922,apple_pay,paid,2024-11-24 02:45:36,6982.69
44923,44923,paypal,paid,2024-11-05 17:56:09,5465.43
44924,44924,paypal,paid,2024-11-15 18:04:50,5336.27
44925,44925,apple_pay,paid,2024-11-21 05:52:02,173.3
44926,44926,paypal,paid,2024-11-07 01:51:36,8789.3
44927,44927,google_pay,paid,2024-12-02 03:09:17,10339.62
44928,44928,apple_pay,failed,2024-11-12 10:49:58,3808.8
44929,44929,credit_card,pending,2024-11-05 13:10:13,10927.86
44930,44930,google_pay,paid,2024-11-12 17:40:57,13425.33
44931,44931,apple_pay,paid,2024-11-14 07:33:49,8121.37
44932,44932,paypal,failed,2024-11-16 17:43:33,1338.03
44933,44933,paypal,failed,2024-11-08 13:06:37,4715.25
44934,44934,paypal,paid,2024-11-26 12:36:00,1771.98
44935,44935,paypal,paid,2024-11-04 10:49:03,2260.29
44936,44936,paypal,paid,2024-11-28 19:24:41,1358.86
44937,44937,google_pay,paid,2024-11-12 02:54:03,1891.04
44938,44938,credit_card,paid,2024-11-14 23:24:52,6186.09
44939,44939,google_pay,paid,2024-11-03 06:14:49,3643.07
44940,44940,google_pay,paid,2024-11-23 09:34:57,9288.25
44941,44941,apple_pay,paid,2024-11-04 00:29:09,6084.58
44942,44942,credit_card,paid,2024-11-22 06:48:41,9230.29
44943,44943,paypal,paid,2024-11-06 23:32:29,7150.53
44944,44944,paypal,failed,2024-11-30 09:25:29,2606.32
44945,44945,apple_pay,paid,2024-11-03 07:34:10,1748.82
44946,44946,credit_card,paid,2024-11-29 07:57:47,1262.23
44947,44947,apple_pay,paid,2024-11-17 13:25:36,7134.6
44948,44948,credit_card,paid,2024-11-17 11:48:02,9555.4
44949,44949,apple_pay,paid,2024-12-01 01:34:03,10268.06
44950,44950,google_pay,paid,2024-11-11 02:31:30,7046.18
44951,44951,credit_card,paid,2024-12-01 00:16:38,4970.99
44952,44952,bank_transfer,paid,2024-11-06 21:19:14,5442.62
44953,44953,bank_transfer,paid,2024-11-29 04:52:15,2958.91
44954,44954,apple_pay,paid,2024-12-02 08:24:22,11858.39
44955,44955,paypal,paid,2024-11-02 13:50:25,8711.43
44956,44956,bank_transfer,paid,2024-11-02 01:20:04,7899.83
44957,44957,apple_pay,paid,2024-11-15 15:56:20,2140.56
44958,44958,apple_pay,paid,2024-11-16 05:57:16,2400.79
44959,44959,google_pay,paid,2024-11-17 13:49:48,6572.43
44960,44960,credit_card,paid,2024-11-14 05:29:13,11925.28
44961,44961,paypal,failed,2024-11-26 21:35:39,5231.33
44962,44962,bank_transfer,pending,2024-11-17 09:58:10,8069.5
44963,44963,bank_transfer,paid,2024-11-14 04:01:57,1934.21
44964,44964,credit_card,paid,2024-12-01 11:09:14,9052.35
44965,44965,bank_transfer,paid,2024-11-14 17:54:22,14456.29
44966,44966,apple_pay,pending,2024-11-26 22:30:58,4696.21
44967,44967,apple_pay,paid,2024-11-24 00:20:39,7731.66
44968,44968,apple_pay,paid,2024-11-15 21:19:00,9747.41
44969,44969,credit_card,paid,2024-11-15 17:03:57,6067.15
44970,44970,google_pay,pending,2024-11-23 02:45:12,9309.55
44971,44971,credit_card,pending,2024-11-16 06:58:55,6408.12
44972,44972,apple_pay,paid,2024-11-24 12:08:30,9724.31
44973,44973,apple_pay,paid,2024-11-25 20:53:20,566.64
44974,44974,bank_transfer,pending,2024-11-18 11:08:48,12419.57
44975,44975,apple_pay,paid,2024-11-06 00:39:53,2047.88
44976,44976,bank_transfer,pending,2024-11-16 05:20:56,1293.78
44977,44977,bank_transfer,paid,2024-11-14 17:46:54,8975.34
44978,44978,credit_card,paid,2024-11-24 21:07:57,8789.07
44979,44979,apple_pay,pending,2024-11-13 19:01:27,14377.09
44980,44980,credit_card,pending,2024-11-29 21:25:50,2086.48
44981,44981,google_pay,paid,2024-11-25 10:23:40,8554.47
44982,44982,bank_transfer,paid,2024-11-27 08:16:37,12340.9
44983,44983,paypal,paid,2024-11-25 03:35:10,2328.02
44984,44984,credit_card,paid,2024-11-23 13:58:11,1949.0
44985,44985,google_pay,paid,2024-11-29 11:42:02,7280.39
44986,44986,paypal,paid,2024-11-26 09:38:36,6996.67
44987,44987,apple_pay,paid,2024-11-25 06:03:28,9604.11
44988,44988,google_pay,paid,2024-11-21 17:39:33,7063.0
44989,44989,google_pay,paid,2024-11-11 07:39:51,15269.41
44990,44990,credit_card,paid,2024-11-04 02:25:14,5750.44
44991,44991,paypal,pending,2024-11-09 12:15:52,12614.59
44992,44992,google_pay,paid,2024-11-03 04:08:42,113.28
44993,44993,credit_card,paid,2024-11-10 11:23:40,17465.08
44994,44994,paypal,paid,2024-11-21 02:16:11,9910.45
44995,44995,credit_card,paid,2024-11-26 03:27:57,4236.78
44996,44996,google_pay,paid,2024-11-22 01:30:32,6054.39
44997,44997,bank_transfer,paid,2024-11-11 16:50:02,8247.61
44998,44998,bank_transfer,pending,2024-11-08 07:30:31,55.07
44999,44999,apple_pay,paid,2024-11-14 21:57:31,1623.79
45000,45000,apple_pay,paid,2024-11-23 00:15:01,14920.66
45001,45001,paypal,paid,2024-11-19 15:43:30,5956.24
45002,45002,apple_pay,failed,2024-11-23 07:14:21,8569.77
45003,45003,bank_transfer,paid,2024-11-25 04:17:27,6307.41
45004,45004,google_pay,paid,2024-11-05 09:09:17,101.47
45005,45005,credit_card,pending,2024-11-09 04:39:54,2981.8
45006,45006,apple_pay,paid,2024-11-25 23:44:09,4325.43
45007,45007,paypal,pending,2024-11-23 18:24:01,7475.51
45008,45008,credit_card,paid,2024-11-09 19:17:41,3207.8
45009,45009,paypal,paid,2024-11-21 21:31:46,11293.66
45010,45010,google_pay,paid,2024-11-12 04:58:49,5376.29
45011,45011,paypal,paid,2024-11-05 17:10:06,9289.01
45012,45012,apple_pay,paid,2024-11-23 07:15:39,8712.01
45013,45013,apple_pay,pending,2024-11-02 13:07:49,3426.32
45014,45014,apple_pay,paid,2024-11-21 18:45:26,8989.05
45015,45015,credit_card,paid,2024-11-21 23:28:13,11504.97
45016,45016,paypal,paid,2024-11-12 14:17:09,11778.12
45017,45017,credit_card,paid,2024-11-07 07:56:19,11990.94
45018,45018,paypal,paid,2024-11-04 14:54:45,102.44
45019,45019,google_pay,paid,2024-11-22 20:54:16,1703.5
45020,45020,apple_pay,paid,2024-11-11 10:53:26,1654.63
45021,45021,google_pay,paid,2024-11-15 11:11:25,567.81
45022,45022,google_pay,paid,2024-11-09 10:27:04,1398.74
45023,45023,bank_transfer,paid,2024-11-10 08:33:30,5076.36
45024,45024,apple_pay,paid,2024-11-05 22:18:54,5969.04
45025,45025,paypal,paid,2024-11-17 01:48:48,7923.83
45026,45026,bank_transfer,paid,2024-11-26 18:39:03,3560.98
45027,45027,bank_transfer,paid,2024-11-02 10:39:01,14451.24
45028,45028,apple_pay,failed,2024-11-06 09:28:35,14874.29
45029,45029,credit_card,pending,2024-11-27 10:57:44,12434.11
45030,45030,apple_pay,paid,2024-11-09 02:38:44,528.67
45031,45031,bank_transfer,paid,2024-11-28 09:06:50,12385.99
45032,45032,google_pay,paid,2024-11-18 09:42:43,6734.05
45033,45033,google_pay,paid,2024-11-26 17:11:15,2695.6
45034,45034,google_pay,paid,2024-11-05 04:37:10,924.82
45035,45035,google_pay,paid,2024-11-23 04:24:52,5191.29
45036,45036,paypal,paid,2024-11-23 06:36:43,1304.12
45037,45037,paypal,paid,2024-11-18 17:55:45,9063.88
45038,45038,apple_pay,failed,2024-11-13 05:39:37,4143.37
45039,45039,credit_card,paid,2024-11-02 23:44:46,15609.42
45040,45040,google_pay,paid,2024-11-09 08:28:46,10571.29
45041,45041,bank_transfer,paid,2024-11-24 17:55:17,5689.08
45042,45042,paypal,paid,2024-11-17 23:12:30,919.28
45043,45043,paypal,pending,2024-11-27 02:00:13,5550.88
45044,45044,bank_transfer,paid,2024-11-10 01:33:39,3673.85
45045,45045,apple_pay,paid,2024-11-07 02:14:54,9566.64
45046,45046,apple_pay,paid,2024-11-13 06:15:55,5840.06
45047,45047,apple_pay,paid,2024-11-13 19:28:33,1667.95
45048,45048,credit_card,paid,2024-11-27 11:41:18,6992.25
45049,45049,apple_pay,paid,2024-11-18 13:03:33,7880.97
45050,45050,apple_pay,paid,2024-11-29 20:24:13,10715.12
45051,45051,paypal,paid,2024-11-04 09:23:50,10518.47
45052,45052,credit_card,paid,2024-11-23 18:06:51,8580.09
45053,45053,bank_transfer,paid,2024-11-17 16:12:19,1057.92
45054,45054,bank_transfer,paid,2024-11-23 18:07:40,4411.86
45055,45055,apple_pay,paid,2024-11-08 08:59:19,3478.94
45056,45056,paypal,paid,2024-11-22 10:31:20,7700.98
45057,45057,bank_transfer,paid,2024-11-26 10:40:14,5856.18
45058,45058,credit_card,paid,2024-11-22 02:10:51,12075.07
45059,45059,paypal,paid,2024-11-01 20:46:53,930.21
45060,45060,paypal,paid,2024-11-08 15:00:05,4874.08
45061,45061,credit_card,paid,2024-11-15 10:27:35,5450.42
45062,45062,apple_pay,paid,2024-11-23 03:03:40,7773.03
45063,45063,credit_card,paid,2024-11-07 08:21:31,8283.62
45064,45064,paypal,pending,2024-11-09 17:41:41,4589.21
45065,45065,google_pay,paid,2024-11-22 19:32:39,1865.76
45066,45066,paypal,paid,2024-11-19 21:44:04,3826.89
45067,45067,paypal,paid,2024-11-28 03:35:22,3430.6
45068,45068,google_pay,refunded,2024-11-10 06:26:33,1932.52
45069,45069,credit_card,refunded,2024-11-17 08:14:42,10328.19
45070,45070,apple_pay,paid,2024-11-07 00:31:39,493.12
45071,45071,paypal,paid,2024-11-07 15:41:27,3833.98
45072,45072,paypal,paid,2024-11-09 01:42:28,10773.78
45073,45073,apple_pay,pending,2024-11-08 05:13:14,17277.68
45074,45074,bank_transfer,paid,2024-11-30 03:17:57,7843.98
45075,45075,credit_card,paid,2024-11-21 14:15:40,6305.18
45076,45076,apple_pay,failed,2024-12-01 03:56:40,4527.36
45077,45077,apple_pay,paid,2024-11-03 15:08:29,4964.78
45078,45078,paypal,failed,2024-11-30 11:52:48,12374.91
45079,45079,bank_transfer,paid,2024-11-11 00:18:03,2955.12
45080,45080,credit_card,paid,2024-11-11 07:36:53,7648.83
45081,45081,bank_transfer,paid,2024-11-20 14:02:01,3837.64
45082,45082,bank_transfer,paid,2024-11-16 12:55:13,5724.08
45083,45083,paypal,pending,2024-11-21 05:13:45,5698.38
45084,45084,paypal,failed,2024-11-29 09:57:25,5020.27
45085,45085,apple_pay,paid,2024-11-24 17:34:45,9734.99
45086,45086,credit_card,paid,2024-11-10 07:24:36,7307.02
45087,45087,google_pay,paid,2024-11-14 06:12:55,10283.98
45088,45088,paypal,paid,2024-11-28 00:09:02,8842.12
45089,45089,paypal,paid,2024-11-18 10:31:06,5495.55
45090,45090,bank_transfer,refunded,2024-11-10 04:52:40,9370.68
45091,45091,bank_transfer,paid,2024-11-24 04:22:48,7143.62
45092,45092,bank_transfer,paid,2024-11-27 17:58:03,12706.44
45093,45093,google_pay,paid,2024-11-02 17:59:39,3409.53
45094,45094,credit_card,paid,2024-11-17 13:45:35,2075.18
45095,45095,apple_pay,paid,2024-11-02 18:09:00,7015.74
45096,45096,paypal,paid,2024-11-06 11:28:25,667.17
45097,45097,google_pay,paid,2024-11-12 19:35:02,8779.06
45098,45098,bank_transfer,paid,2024-11-22 20:25:59,14083.17
45099,45099,paypal,paid,2024-11-27 08:50:00,1013.02
45100,45100,credit_card,failed,2024-11-26 06:44:11,8830.01
45101,45101,credit_card,paid,2024-11-03 07:55:04,6434.97
45102,45102,bank_transfer,paid,2024-11-30 13:02:27,6232.06
45103,45103,credit_card,pending,2024-11-20 08:43:39,16.12
45104,45104,google_pay,failed,2024-11-23 05:16:36,8493.45
45105,45105,credit_card,paid,2024-11-03 22:02:47,7360.38
45106,45106,apple_pay,paid,2024-12-01 17:27:39,310.08
45107,45107,paypal,paid,2024-11-23 16:23:02,13665.12
45108,45108,paypal,pending,2024-11-18 02:41:53,101.0
45109,45109,apple_pay,paid,2024-11-16 04:49:24,19191.1
45110,45110,bank_transfer,paid,2024-11-13 11:23:55,4238.55
45111,45111,bank_transfer,paid,2024-11-23 03:22:44,7986.5
45112,45112,apple_pay,failed,2024-11-28 18:36:15,11191.23
45113,45113,apple_pay,paid,2024-11-16 16:45:08,9806.32
45114,45114,credit_card,paid,2024-11-05 11:30:03,617.34
45115,45115,bank_transfer,paid,2024-12-01 13:28:24,8369.29
45116,45116,paypal,paid,2024-11-28 03:14:10,1730.78
45117,45117,google_pay,paid,2024-11-27 18:19:19,1905.66
45118,45118,credit_card,paid,2024-11-13 10:47:10,3483.08
45119,45119,credit_card,paid,2024-11-06 02:25:41,7660.74
45120,45120,paypal,paid,2024-11-26 15:53:05,3600.29
45121,45121,apple_pay,paid,2024-11-30 14:34:37,890.44
45122,45122,bank_transfer,pending,2024-11-23 00:38:19,12390.64
45123,45123,bank_transfer,paid,2024-11-04 16:15:02,4670.64
45124,45124,paypal,paid,2024-11-06 11:34:36,4512.27
45125,45125,bank_transfer,paid,2024-11-08 13:25:18,1467.94
45126,45126,apple_pay,paid,2024-11-02 19:52:55,5895.98
45127,45127,apple_pay,paid,2024-11-19 01:04:48,8848.11
45128,45128,google_pay,paid,2024-11-17 14:02:16,4698.4
45129,45129,google_pay,paid,2024-11-02 23:24:01,7327.88
45130,45130,paypal,paid,2024-11-08 17:10:21,4940.44
45131,45131,bank_transfer,paid,2024-11-24 11:29:37,3105.73
45132,45132,credit_card,paid,2024-11-25 14:58:17,3442.6
45133,45133,google_pay,paid,2024-11-23 22:44:29,3050.63
45134,45134,google_pay,paid,2024-11-30 05:23:14,14108.51
45135,45135,apple_pay,paid,2024-11-20 07:22:35,10768.9
45136,45136,apple_pay,paid,2024-11-16 15:04:20,5278.87
45137,45137,bank_transfer,paid,2024-11-27 12:19:44,10358.2
45138,45138,paypal,failed,2024-11-29 18:33:08,2693.22
45139,45139,apple_pay,paid,2024-11-03 09:23:32,14767.13
45140,45140,paypal,paid,2024-11-13 08:45:01,8753.73
45141,45141,apple_pay,paid,2024-11-08 21:51:41,3714.0
45142,45142,apple_pay,paid,2024-11-19 06:16:57,3134.43
45143,45143,credit_card,paid,2024-11-19 23:52:10,9698.55
45144,45144,bank_transfer,paid,2024-11-19 02:09:43,6304.64
45145,45145,google_pay,paid,2024-11-05 21:00:59,14681.77
45146,45146,google_pay,pending,2024-11-10 19:47:27,5509.22
45147,45147,paypal,paid,2024-11-07 16:02:38,12619.11
45148,45148,bank_transfer,paid,2024-11-12 16:55:50,8531.19
45149,45149,bank_transfer,paid,2024-11-17 13:39:37,6318.12
45150,45150,apple_pay,paid,2024-11-16 17:16:24,3979.19
45151,45151,paypal,paid,2024-11-06 02:41:12,2841.87
45152,45152,apple_pay,paid,2024-11-18 22:37:29,5261.49
45153,45153,bank_transfer,paid,2024-11-24 10:28:54,7115.88
45154,45154,credit_card,paid,2024-11-30 08:05:00,5850.18
45155,45155,apple_pay,pending,2024-12-02 01:05:18,343.07
45156,45156,credit_card,paid,2024-11-14 06:05:49,5395.19
45157,45157,apple_pay,paid,2024-11-28 12:13:31,22171.56
45158,45158,bank_transfer,paid,2024-11-05 23:21:55,3229.83
45159,45159,credit_card,paid,2024-11-11 13:05:23,19006.69
45160,45160,credit_card,paid,2024-11-04 04:38:02,9761.62
45161,45161,google_pay,paid,2024-11-08 02:41:39,7375.33
45162,45162,bank_transfer,paid,2024-12-02 18:30:48,3137.62
45163,45163,paypal,paid,2024-11-13 10:21:44,3526.77
45164,45164,apple_pay,failed,2024-11-09 20:54:59,9517.92
45165,45165,paypal,paid,2024-11-22 14:57:10,3120.88
45166,45166,apple_pay,paid,2024-11-13 01:59:59,5430.6
45167,45167,google_pay,paid,2024-11-21 16:55:42,15036.1
45168,45168,apple_pay,paid,2024-11-09 21:23:16,3344.79
45169,45169,credit_card,paid,2024-11-06 18:42:22,4963.49
