shipment_id,order_id,shipment_status,shipment_provider,shipped_date,delivered_date
53877,53877,processing,FedEx,,
53878,53878,delivered,UPS,2025-11-07 07:26:03,2025-11-15 07:26:03
53879,53879,delivered,DPD,2026-05-10 14:49:58,2026-05-15 14:49:58
53880,53880,processing,DHL,,
53881,53881,shipped,UPS,2026-04-20 16:17:59,
53882,53882,processing,InPost,,
53883,53883,delivered,DPD,2025-06-02 02:44:52,2025-06-10 02:44:52
53884,53884,cancelled,,,
53885,53885,cancelled,,,
53886,53886,delivered,FedEx,2025-12-19 20:47:55,2025-12-20 20:47:55
53887,53887,processing,InPost,,
53888,53888,cancelled,,,
53889,53889,delivered,InPost,2025-12-29 11:12:42,2025-12-30 11:12:42
53890,53890,shipped,UPS,2026-04-01 17:03:00,
53891,53891,processing,DHL,,
53892,53892,shipped,DHL,2025-12-10 05:10:29,
53893,53893,delivered,InPost,2026-03-11 22:17:48,2026-03-14 22:17:48
53894,53894,shipped,UPS,2025-06-06 04:24:42,
53895,53895,cancelled,,,
53896,53896,shipped,InPost,2025-10-15 23:59:29,
53897,53897,cancelled,,,
53898,53898,delivered,UPS,2026-01-04 01:59:41,2026-01-10 01:59:41
53899,53899,processing,UPS,,
53900,53900,processing,FedEx,,
53901,53901,cancelled,,,
53902,53902,cancelled,,,
53903,53903,cancelled,,,
53904,53904,shipped,UPS,2025-07-30 16:13:14,
53905,53905,cancelled,,,
53906,53906,processing,FedEx,,
53907,53907,processing,FedEx,,
53908,53908,delivered,DPD,2025-05-16 08:00:45,2025-05-24 08:00:45
53909,53909,shipped,UPS,2025-06-16 02:16:00,
53910,53910,processing,UPS,,
53911,53911,processing,InPost,,
53912,53912,shipped,UPS,2025-07-22 20:42:29,
53913,53913,shipped,DHL,2026-03-09 12:08:22,
53914,53914,shipped,DPD,2026-02-02 10:31:37,
53915,53915,shipped,FedEx,2025-10-01 01:34:02,
53916,53916,shipped,InPost,2025-12-02 10:26:05,
53917,53917,shipped,InPost,2026-03-30 11:30:21,
53918,53918,processing,DHL,,
53919,53919,shipped,InPost,2025-07-27 09:20:14,
53920,53920,shipped,DPD,2025-08-08 11:27:04,
53921,53921,delivered,DPD,2025-08-19 00:29:58,2025-08-21 00:29:58
53922,53922,processing,DHL,,
53923,53923,processing,DPD,,
53924,53924,cancelled,,,
53925,53925,shipped,InPost,2025-08-18 12:39:55,
53926,53926,shipped,InPost,2025-08-22 19:49:17,
53927,53927,delivered,FedEx,2025-08-20 14:49:34,2025-08-22 14:49:34
53928,53928,delivered,InPost,2026-04-21 01:58:33,2026-04-26 01:58:33
53929,53929,shipped,UPS,2025-11-13 05:28:49,
53930,53930,delivered,FedEx,2026-02-18 10:36:34,2026-02-22 10:36:34
53931,53931,shipped,FedEx,2026-04-16 06:42:30,
53932,53932,cancelled,,,
53933,53933,processing,DHL,,
53934,53934,shipped,InPost,2026-03-27 05:12:33,
53935,53935,delivered,InPost,2025-09-24 19:41:35,2025-10-01 19:41:35
53936,53936,processing,DHL,,
53937,53937,processing,FedEx,,
53938,53938,shipped,DHL,2025-08-27 02:27:02,
53939,53939,cancelled,,,
53940,53940,processing,InPost,,
53941,53941,cancelled,,,
53942,53942,delivered,DHL,2025-07-15 18:56:33,2025-07-18 18:56:33
53943,53943,cancelled,,,
53944,53944,cancelled,,,
53945,53945,shipped,FedEx,2025-08-27 08:59:02,
53946,53946,cancelled,,,
53947,53947,shipped,UPS,2025-12-19 05:30:32,
53948,53948,processing,DPD,,
53949,53949,delivered,DHL,2025-11-03 11:23:11,2025-11-12 11:23:11
53950,53950,shipped,DPD,2025-09-24 23:35:56,
53951,53951,delivered,UPS,2025-07-22 05:15:54,2025-07-23 05:15:54
53952,53952,shipped,DHL,2025-10-19 13:20:13,
53953,53953,processing,FedEx,,
53954,53954,shipped,FedEx,2025-08-02 18:58:07,
53955,53955,processing,DPD,,
53956,53956,delivered,DPD,2025-10-26 23:32:17,2025-10-28 23:32:17
53957,53957,shipped,UPS,2026-03-03 09:05:52,
53958,53958,shipped,DHL,2025-07-01 21:47:47,
53959,53959,processing,DPD,,
53960,53960,cancelled,,,
53961,53961,delivered,DHL,2025-05-20 09:59:23,2025-05-21 09:59:23
53962,53962,cancelled,,,
53963,53963,delivered,FedEx,2025-09-22 19:30:36,2025-10-01 19:30:36
53964,53964,processing,UPS,,
53965,53965,processing,UPS,,
53966,53966,processing,UPS,,
53967,53967,shipped,DPD,2025-07-01 06:28:14,
53968,53968,delivered,DHL,2025-07-22 16:41:40,2025-07-25 16:41:40
53969,53969,processing,DHL,,
53970,53970,shipped,FedEx,2025-07-27 07:29:43,
53971,53971,shipped,InPost,2025-08-07 13:58:28,
53972,53972,delivered,FedEx,2025-10-21 18:29:00,2025-10-22 18:29:00
53973,53973,shipped,UPS,2026-03-29 08:17:30,
53974,53974,cancelled,,,
53975,53975,cancelled,,,
53976,53976,delivered,FedEx,2025-06-27 02:05:43,2025-06-28 02:05:43
53977,53977,delivered,DHL,2025-06-29 23:54:50,2025-07-04 23:54:50
53978,53978,processing,FedEx,,
53979,53979,shipped,DPD,2026-01-04 18:32:27,
53980,53980,processing,UPS,,
53981,53981,shipped,DHL,2025-05-28 10:14:58,
53982,53982,processing,InPost,,
53983,53983,cancelled,,,
53984,53984,delivered,DHL,2025-06-16 21:42:28,2025-06-24 21:42:28
53985,53985,delivered,FedEx,2025-10-19 22:25:18,2025-10-20 22:25:18
53986,53986,processing,DHL,,
53987,53987,cancelled,,,
53988,53988,shipped,DHL,2026-04-26 20:44:05,
53989,53989,cancelled,,,
53990,53990,processing,DHL,,
53991,53991,delivered,FedEx,2025-11-16 21:57:29,2025-11-19 21:57:29
53992,53992,delivered,InPost,2026-03-10 10:27:54,2026-03-18 10:27:54
53993,53993,cancelled,,,
53994,53994,processing,UPS,,
53995,53995,processing,InPost,,
53996,53996,shipped,InPost,2025-11-07 19:26:18,
53997,53997,processing,FedEx,,
53998,53998,shipped,InPost,2026-05-10 15:18:55,
53999,53999,processing,FedEx,,
54000,54000,processing,UPS,,
54001,54001,cancelled,,,
54002,54002,cancelled,,,
54003,54003,shipped,FedEx,2025-12-28 14:52:08,
54004,54004,processing,FedEx,,
54005,54005,delivered,UPS,2025-12-04 13:05:21,2025-12-14 13:05:21
54006,54006,shipped,InPost,2025-06-05 20:33:32,
54007,54007,shipped,DHL,2026-04-10 19:35:18,
54008,54008,cancelled,,,
54009,54009,cancelled,,,
54010,54010,shipped,InPost,2026-05-08 21:46:46,
54011,54011,shipped,FedEx,2025-09-22 21:31:01,
54012,54012,shipped,DHL,2025-06-15 10:40:00,
54013,54013,delivered,UPS,2026-02-16 22:52:23,2026-02-18 22:52:23
54014,54014,processing,FedEx,,
54015,54015,processing,DPD,,
54016,54016,shipped,FedEx,2025-10-11 12:37:12,
54017,54017,shipped,FedEx,2026-01-03 15:31:29,
54018,54018,processing,UPS,,
54019,54019,cancelled,,,
54020,54020,shipped,InPost,2025-06-30 12:09:30,
54021,54021,shipped,UPS,2025-05-18 17:12:17,
54022,54022,processing,DPD,,
54023,54023,cancelled,,,
54024,54024,cancelled,,,
54025,54025,delivered,DPD,2025-05-28 02:40:17,2025-06-05 02:40:17
54026,54026,shipped,DHL,2025-07-29 16:40:46,
54027,54027,cancelled,,,
54028,54028,delivered,DPD,2025-07-01 15:40:08,2025-07-10 15:40:08
54029,54029,shipped,UPS,2025-08-31 03:12:55,
54030,54030,cancelled,,,
54031,54031,delivered,InPost,2025-06-01 02:13:07,2025-06-07 02:13:07
54032,54032,processing,FedEx,,
54033,54033,cancelled,,,
54034,54034,shipped,FedEx,2025-06-07 10:31:16,
54035,54035,delivered,DHL,2025-05-22 21:15:42,2025-05-24 21:15:42
54036,54036,cancelled,,,
54037,54037,processing,InPost,,
54038,54038,processing,DHL,,
54039,54039,delivered,DPD,2025-05-27 20:28:27,2025-05-30 20:28:27
54040,54040,cancelled,,,
54041,54041,shipped,DPD,2026-02-26 04:23:58,
54042,54042,delivered,DHL,2026-02-17 06:15:35,2026-02-25 06:15:35
54043,54043,delivered,DHL,2025-07-14 21:01:27,2025-07-24 21:01:27
54044,54044,delivered,InPost,2025-11-07 00:42:27,2025-11-14 00:42:27
54045,54045,delivered,DHL,2026-02-05 16:44:52,2026-02-09 16:44:52
54046,54046,cancelled,,,
54047,54047,cancelled,,,
54048,54048,processing,FedEx,,
54049,54049,cancelled,,,
54050,54050,processing,DPD,,
54051,54051,shipped,InPost,2025-09-03 09:03:08,
54052,54052,shipped,UPS,2025-10-20 17:34:22,
54053,54053,shipped,InPost,2025-09-20 23:33:11,
54054,54054,shipped,InPost,2025-12-25 13:17:28,
54055,54055,processing,UPS,,
54056,54056,shipped,DHL,2025-12-05 07:10:35,
54057,54057,processing,DHL,,
54058,54058,delivered,FedEx,2025-07-19 11:16:04,2025-07-29 11:16:04
54059,54059,processing,InPost,,
54060,54060,cancelled,,,
54061,54061,delivered,DPD,2026-01-18 17:55:25,2026-01-21 17:55:25
54062,54062,processing,FedEx,,
54063,54063,processing,InPost,,
54064,54064,processing,InPost,,
54065,54065,shipped,UPS,2025-05-29 18:29:28,
54066,54066,cancelled,,,
54067,54067,processing,UPS,,
54068,54068,processing,DPD,,
54069,54069,shipped,InPost,2025-11-17 05:41:00,
54070,54070,processing,UPS,,
54071,54071,delivered,DHL,2025-10-23 08:20:05,2025-10-28 08:20:05
54072,54072,cancelled,,,
54073,54073,processing,DPD,,
54074,54074,processing,DPD,,
54075,54075,shipped,InPost,2025-12-14 15:15:56,
54076,54076,shipped,FedEx,2025-12-21 22:30:48,
54077,54077,shipped,DPD,2025-08-21 13:39:01,
54078,54078,shipped,FedEx,2026-02-01 05:34:20,
54079,54079,processing,UPS,,
54080,54080,shipped,UPS,2025-09-04 01:59:31,
54081,54081,cancelled,,,
54082,54082,cancelled,,,
54083,54083,cancelled,,,
54084,54084,processing,DHL,,
54085,54085,shipped,FedEx,2026-05-06 12:05:54,
54086,54086,shipped,FedEx,2026-04-21 08:10:36,
54087,54087,delivered,DPD,2026-02-10 22:48:53,2026-02-12 22:48:53
54088,54088,processing,InPost,,
54089,54089,shipped,DPD,2025-07-21 14:50:38,
54090,54090,processing,UPS,,
54091,54091,shipped,DPD,2025-06-01 02:16:27,
54092,54092,delivered,UPS,2026-04-25 17:55:36,2026-05-04 17:55:36
54093,54093,delivered,FedEx,2025-08-05 04:35:52,2025-08-14 04:35:52
54094,54094,shipped,DPD,2026-02-06 22:46:57,
54095,54095,processing,FedEx,,
54096,54096,shipped,DPD,2025-08-19 18:28:48,
54097,54097,cancelled,,,
54098,54098,shipped,InPost,2025-12-31 01:35:41,
54099,54099,delivered,DHL,2026-04-17 14:40:19,2026-04-19 14:40:19
54100,54100,shipped,FedEx,2025-10-19 23:16:45,
54101,54101,delivered,InPost,2026-03-19 12:41:58,2026-03-26 12:41:58
54102,54102,processing,DHL,,
54103,54103,shipped,FedEx,2025-11-30 18:55:56,
54104,54104,cancelled,,,
54105,54105,cancelled,,,
54106,54106,processing,DHL,,
54107,54107,processing,FedEx,,
54108,54108,delivered,UPS,2026-04-30 06:03:08,2026-05-02 06:03:08
54109,54109,processing,UPS,,
54110,54110,processing,InPost,,
54111,54111,shipped,UPS,2025-08-01 21:14:08,
54112,54112,delivered,DHL,2026-02-13 16:27:12,2026-02-22 16:27:12
54113,54113,processing,FedEx,,
54114,54114,cancelled,,,
54115,54115,shipped,DPD,2026-04-25 16:49:23,
54116,54116,shipped,FedEx,2025-09-30 06:50:04,
54117,54117,delivered,FedEx,2026-02-03 22:40:29,2026-02-05 22:40:29
54118,54118,delivered,DHL,2025-06-30 17:32:44,2025-07-10 17:32:44
54119,54119,shipped,FedEx,2025-11-13 04:46:24,
54120,54120,shipped,DHL,2025-11-16 13:35:15,
54121,54121,delivered,UPS,2025-11-24 04:13:57,2025-12-03 04:13:57
54122,54122,delivered,FedEx,2025-09-15 20:43:55,2025-09-17 20:43:55
54123,54123,processing,DPD,,
54124,54124,cancelled,,,
54125,54125,processing,InPost,,
54126,54126,delivered,DPD,2025-12-17 06:55:26,2025-12-27 06:55:26
54127,54127,processing,InPost,,
54128,54128,delivered,UPS,2025-05-22 20:41:47,2025-05-25 20:41:47
54129,54129,cancelled,,,
54130,54130,cancelled,,,
54131,54131,delivered,UPS,2026-02-11 10:21:55,2026-02-15 10:21:55
54132,54132,cancelled,,,
54133,54133,cancelled,,,
54134,54134,shipped,FedEx,2025-07-13 10:35:04,
54135,54135,cancelled,,,
54136,54136,processing,FedEx,,
54137,54137,shipped,DPD,2026-03-10 13:32:15,
54138,54138,processing,DHL,,
54139,54139,delivered,FedEx,2025-12-05 02:11:50,2025-12-15 02:11:50
54140,54140,delivered,FedEx,2026-02-20 02:37:38,2026-03-01 02:37:38
54141,54141,processing,FedEx,,
54142,54142,cancelled,,,
54143,54143,shipped,UPS,2026-03-16 03:05:14,
54144,54144,processing,DPD,,
54145,54145,shipped,DPD,2026-02-20 14:08:49,
54146,54146,delivered,DHL,2025-11-18 13:45:49,2025-11-21 13:45:49
54147,54147,processing,DPD,,
54148,54148,cancelled,,,
54149,54149,delivered,DHL,2026-03-07 10:26:18,2026-03-16 10:26:18
54150,54150,delivered,UPS,2026-04-27 18:48:52,2026-05-05 18:48:52
54151,54151,cancelled,,,
54152,54152,shipped,UPS,2026-02-20 22:54:59,
54153,54153,cancelled,,,
54154,54154,shipped,UPS,2025-12-08 16:15:43,
54155,54155,cancelled,,,
54156,54156,cancelled,,,
54157,54157,cancelled,,,
54158,54158,processing,FedEx,,
54159,54159,shipped,FedEx,2026-01-19 03:02:46,
54160,54160,processing,FedEx,,
54161,54161,processing,DHL,,
54162,54162,cancelled,,,
54163,54163,shipped,UPS,2026-03-04 19:00:32,
54164,54164,processing,DHL,,
54165,54165,delivered,UPS,2025-06-22 15:46:49,2025-07-01 15:46:49
54166,54166,processing,UPS,,
54167,54167,shipped,InPost,2026-03-18 22:22:35,
54168,54168,processing,DPD,,
54169,54169,cancelled,,,
54170,54170,shipped,DPD,2026-02-21 07:44:50,
54171,54171,cancelled,,,
54172,54172,delivered,UPS,2025-07-31 04:32:56,2025-08-10 04:32:56
54173,54173,cancelled,,,
54174,54174,delivered,DHL,2025-10-22 13:13:14,2025-10-25 13:13:14
54175,54175,processing,FedEx,,
54176,54176,delivered,DHL,2025-10-27 02:25:19,2025-10-31 02:25:19
54177,54177,cancelled,,,
54178,54178,shipped,FedEx,2026-04-12 21:32:42,
54179,54179,delivered,DPD,2025-06-19 20:46:04,2025-06-28 20:46:04
54180,54180,delivered,UPS,2025-08-22 10:33:47,2025-08-24 10:33:47
54181,54181,processing,InPost,,
54182,54182,shipped,FedEx,2026-02-20 01:52:25,
54183,54183,cancelled,,,
54184,54184,shipped,UPS,2025-10-08 20:31:04,
54185,54185,shipped,DPD,2025-11-07 10:08:16,
54186,54186,cancelled,,,
54187,54187,processing,DHL,,
54188,54188,delivered,InPost,2025-08-01 21:26:43,2025-08-11 21:26:43
54189,54189,cancelled,,,
54190,54190,processing,InPost,,
54191,54191,processing,UPS,,
54192,54192,cancelled,,,
54193,54193,delivered,DHL,2025-05-18 05:44:44,2025-05-28 05:44:44
54194,54194,processing,DHL,,
54195,54195,shipped,UPS,2025-12-11 14:43:49,
54196,54196,shipped,InPost,2025-06-19 12:51:16,
54197,54197,shipped,DHL,2025-12-20 00:39:04,
54198,54198,cancelled,,,
54199,54199,delivered,DHL,2025-07-22 17:24:56,2025-08-01 17:24:56
54200,54200,cancelled,,,
54201,54201,processing,FedEx,,
54202,54202,delivered,UPS,2025-06-01 06:20:25,2025-06-04 06:20:25
54203,54203,shipped,InPost,2026-03-20 08:57:02,
54204,54204,shipped,DHL,2026-04-04 09:35:55,
54205,54205,cancelled,,,
54206,54206,cancelled,,,
54207,54207,processing,DHL,,
54208,54208,cancelled,,,
54209,54209,processing,UPS,,
54210,54210,processing,DPD,,
54211,54211,cancelled,,,
54212,54212,processing,DPD,,
54213,54213,cancelled,,,
54214,54214,cancelled,,,
54215,54215,processing,UPS,,
54216,54216,delivered,InPost,2026-02-07 13:44:35,2026-02-14 13:44:35
54217,54217,shipped,DHL,2025-10-20 20:25:23,
54218,54218,shipped,UPS,2025-06-01 05:06:47,
54219,54219,shipped,InPost,2025-11-03 07:09:43,
54220,54220,delivered,DHL,2026-04-17 20:36:01,2026-04-21 20:36:01
54221,54221,delivered,FedEx,2025-07-24 01:34:18,2025-08-01 01:34:18
54222,54222,processing,DPD,,
54223,54223,processing,DPD,,
54224,54224,cancelled,,,
54225,54225,shipped,InPost,2025-09-14 23:53:10,
54226,54226,cancelled,,,
54227,54227,cancelled,,,
54228,54228,shipped,FedEx,2025-07-21 02:37:57,
54229,54229,shipped,DHL,2025-05-27 15:11:29,
54230,54230,cancelled,,,
54231,54231,delivered,DPD,2025-07-25 13:15:31,2025-07-31 13:15:31
54232,54232,delivered,DHL,2025-06-10 17:38:03,2025-06-18 17:38:03
54233,54233,processing,InPost,,
54234,54234,shipped,FedEx,2026-04-23 12:06:11,
54235,54235,delivered,DPD,2025-08-21 18:32:45,2025-08-24 18:32:45
54236,54236,cancelled,,,
54237,54237,processing,UPS,,
54238,54238,shipped,DPD,2025-06-23 19:10:17,
54239,54239,delivered,DHL,2026-04-14 06:27:57,2026-04-21 06:27:57
54240,54240,shipped,UPS,2025-12-08 01:49:02,
54241,54241,shipped,DPD,2025-07-13 13:56:46,
54242,54242,delivered,UPS,2026-02-26 10:33:44,2026-03-03 10:33:44
54243,54243,delivered,DPD,2025-07-29 03:06:23,2025-07-30 03:06:23
54244,54244,shipped,DHL,2025-08-16 22:06:53,
54245,54245,cancelled,,,
54246,54246,processing,FedEx,,
54247,54247,shipped,DPD,2025-08-29 10:55:41,
54248,54248,processing,FedEx,,
54249,54249,shipped,InPost,2025-06-15 20:10:43,
54250,54250,cancelled,,,
54251,54251,cancelled,,,
54252,54252,shipped,DPD,2025-05-25 22:58:45,
54253,54253,cancelled,,,
54254,54254,delivered,InPost,2025-08-01 23:37:35,2025-08-11 23:37:35
54255,54255,cancelled,,,
54256,54256,processing,FedEx,,
54257,54257,cancelled,,,
54258,54258,shipped,FedEx,2025-10-28 03:08:29,
54259,54259,processing,FedEx,,
54260,54260,shipped,UPS,2025-10-11 09:39:10,
54261,54261,cancelled,,,
54262,54262,delivered,DHL,2025-05-23 20:45:19,2025-05-28 20:45:19
54263,54263,cancelled,,,
54264,54264,shipped,FedEx,2025-05-27 12:00:52,
54265,54265,delivered,DHL,2025-12-27 05:16:28,2026-01-03 05:16:28
54266,54266,processing,FedEx,,
54267,54267,shipped,DPD,2025-09-22 08:16:09,
54268,54268,delivered,FedEx,2025-10-16 21:22:20,2025-10-22 21:22:20
54269,54269,cancelled,,,
54270,54270,delivered,FedEx,2025-10-06 14:14:48,2025-10-14 14:14:48
54271,54271,processing,InPost,,
54272,54272,shipped,InPost,2026-04-13 17:15:28,
54273,54273,processing,InPost,,
54274,54274,processing,DPD,,
54275,54275,delivered,DHL,2025-12-28 08:17:48,2026-01-01 08:17:48
54276,54276,shipped,DPD,2026-04-02 12:40:39,
54277,54277,delivered,FedEx,2026-01-28 23:25:43,2026-02-05 23:25:43
54278,54278,processing,UPS,,
54279,54279,processing,UPS,,
54280,54280,processing,DPD,,
54281,54281,shipped,FedEx,2025-10-29 20:39:36,
54282,54282,processing,DHL,,
54283,54283,cancelled,,,
54284,54284,delivered,InPost,2025-11-15 02:29:44,2025-11-20 02:29:44
54285,54285,shipped,InPost,2026-02-15 07:32:45,
54286,54286,shipped,DHL,2026-03-07 10:32:20,
54287,54287,delivered,UPS,2025-09-15 23:15:26,2025-09-19 23:15:26
54288,54288,processing,DHL,,
54289,54289,cancelled,,,
54290,54290,cancelled,,,
54291,54291,shipped,InPost,2026-01-22 10:56:28,
54292,54292,delivered,DPD,2026-03-28 15:22:21,2026-03-30 15:22:21
54293,54293,shipped,FedEx,2025-11-06 11:23:35,
54294,54294,processing,InPost,,
54295,54295,delivered,FedEx,2025-07-21 23:50:07,2025-07-29 23:50:07
54296,54296,processing,UPS,,
54297,54297,processing,DHL,,
54298,54298,processing,FedEx,,
54299,54299,delivered,DHL,2025-11-19 20:27:19,2025-11-20 20:27:19
54300,54300,processing,DPD,,
54301,54301,processing,DHL,,
54302,54302,shipped,FedEx,2025-12-26 18:00:05,
54303,54303,shipped,DPD,2026-04-02 19:15:06,
54304,54304,processing,DHL,,
54305,54305,cancelled,,,
54306,54306,shipped,DHL,2025-05-14 12:32:15,
54307,54307,shipped,DPD,2025-05-21 05:51:38,
54308,54308,processing,FedEx,,
54309,54309,cancelled,,,
54310,54310,shipped,DPD,2025-05-13 13:12:55,
54311,54311,processing,DHL,,
54312,54312,cancelled,,,
54313,54313,cancelled,,,
54314,54314,processing,InPost,,
54315,54315,cancelled,,,
54316,54316,processing,UPS,,
54317,54317,processing,InPost,,
54318,54318,cancelled,,,
54319,54319,cancelled,,,
54320,54320,processing,InPost,,
54321,54321,cancelled,,,
54322,54322,cancelled,,,
54323,54323,cancelled,,,
54324,54324,shipped,DPD,2026-03-18 21:50:20,
54325,54325,delivered,DHL,2025-12-30 19:27:09,2026-01-03 19:27:09
54326,54326,processing,FedEx,,
54327,54327,delivered,DHL,2025-08-04 21:38:34,2025-08-13 21:38:34
54328,54328,cancelled,,,
54329,54329,processing,UPS,,
54330,54330,shipped,DHL,2026-04-17 15:08:21,
54331,54331,cancelled,,,
54332,54332,processing,InPost,,
54333,54333,processing,InPost,,
54334,54334,processing,FedEx,,
54335,54335,processing,InPost,,
54336,54336,delivered,DHL,2025-06-07 04:30:31,2025-06-08 04:30:31
54337,54337,shipped,FedEx,2025-11-17 07:18:22,
54338,54338,processing,InPost,,
54339,54339,cancelled,,,
54340,54340,delivered,DPD,2025-08-31 04:45:51,2025-09-04 04:45:51
54341,54341,delivered,DHL,2025-10-17 05:17:54,2025-10-26 05:17:54
54342,54342,cancelled,,,
54343,54343,processing,InPost,,
54344,54344,shipped,DHL,2025-06-01 13:38:50,
54345,54345,processing,UPS,,
54346,54346,shipped,InPost,2025-12-08 05:12:29,
54347,54347,shipped,DPD,2025-09-20 15:54:48,
54348,54348,delivered,DPD,2026-04-10 19:08:39,2026-04-12 19:08:39
54349,54349,processing,InPost,,
54350,54350,delivered,DHL,2025-07-01 14:48:51,2025-07-06 14:48:51
54351,54351,processing,FedEx,,
54352,54352,delivered,InPost,2025-09-03 21:37:13,2025-09-13 21:37:13
54353,54353,delivered,FedEx,2025-12-21 08:27:54,2025-12-25 08:27:54
54354,54354,shipped,DHL,2026-03-03 20:25:28,
54355,54355,processing,InPost,,
54356,54356,processing,FedEx,,
54357,54357,processing,UPS,,
54358,54358,delivered,UPS,2025-11-28 20:36:38,2025-11-30 20:36:38
54359,54359,cancelled,,,
54360,54360,shipped,FedEx,2025-06-01 19:04:08,
54361,54361,processing,UPS,,
54362,54362,delivered,FedEx,2026-03-03 13:40:58,2026-03-13 13:40:58
54363,54363,processing,FedEx,,
54364,54364,shipped,FedEx,2025-08-17 10:12:19,
54365,54365,delivered,UPS,2026-01-30 04:23:40,2026-02-06 04:23:40
54366,54366,processing,DHL,,
54367,54367,delivered,InPost,2026-01-26 21:37:30,2026-01-31 21:37:30
54368,54368,shipped,FedEx,2026-03-15 11:21:47,
54369,54369,shipped,DPD,2025-08-25 21:43:45,
54370,54370,processing,InPost,,
54371,54371,cancelled,,,
54372,54372,delivered,DPD,2025-05-22 22:32:06,2025-05-24 22:32:06
54373,54373,processing,UPS,,
54374,54374,delivered,InPost,2025-07-04 21:43:24,2025-07-08 21:43:24
54375,54375,cancelled,,,
54376,54376,processing,FedEx,,
54377,54377,cancelled,,,
54378,54378,delivered,FedEx,2026-03-17 22:30:04,2026-03-26 22:30:04
54379,54379,delivered,UPS,2025-07-22 12:06:54,2025-07-31 12:06:54
54380,54380,processing,FedEx,,
54381,54381,delivered,FedEx,2025-06-06 10:48:06,2025-06-08 10:48:06
54382,54382,delivered,DHL,2025-12-04 06:03:25,2025-12-09 06:03:25
54383,54383,delivered,InPost,2025-05-12 08:49:15,2025-05-19 08:49:15
54384,54384,delivered,DPD,2025-09-16 03:53:15,2025-09-17 03:53:15
54385,54385,delivered,InPost,2026-01-20 12:52:46,2026-01-26 12:52:46
54386,54386,processing,FedEx,,
54387,54387,cancelled,,,
54388,54388,processing,DHL,,
54389,54389,delivered,InPost,2025-11-22 00:11:46,2025-11-23 00:11:46
54390,54390,shipped,DPD,2026-04-19 23:45:26,
54391,54391,delivered,FedEx,2026-01-30 08:12:12,2026-02-08 08:12:12
54392,54392,cancelled,,,
54393,54393,delivered,DPD,2025-12-08 05:00:49,2025-12-13 05:00:49
54394,54394,cancelled,,,
54395,54395,processing,DHL,,
54396,54396,processing,InPost,,
54397,54397,processing,DHL,,
54398,54398,delivered,DHL,2026-04-04 22:47:38,2026-04-13 22:47:38
54399,54399,processing,FedEx,,
54400,54400,shipped,DPD,2025-10-29 15:00:17,
54401,54401,processing,UPS,,
54402,54402,cancelled,,,
54403,54403,shipped,FedEx,2026-04-14 22:45:46,
54404,54404,shipped,UPS,2026-02-05 02:06:35,
54405,54405,cancelled,,,
54406,54406,processing,DHL,,
54407,54407,cancelled,,,
54408,54408,cancelled,,,
54409,54409,shipped,DHL,2025-09-08 03:34:32,
54410,54410,delivered,FedEx,2025-08-19 17:39:25,2025-08-25 17:39:25
54411,54411,shipped,InPost,2025-06-23 18:05:03,
54412,54412,shipped,FedEx,2025-06-14 22:36:55,
54413,54413,shipped,DPD,2025-07-10 09:32:14,
54414,54414,shipped,InPost,2025-05-17 11:35:24,
54415,54415,cancelled,,,
54416,54416,cancelled,,,
54417,54417,cancelled,,,
54418,54418,shipped,FedEx,2025-08-30 20:51:48,
54419,54419,cancelled,,,
54420,54420,processing,InPost,,
54421,54421,shipped,UPS,2026-01-22 05:20:50,
54422,54422,processing,FedEx,,
54423,54423,processing,InPost,,
54424,54424,shipped,FedEx,2025-08-18 11:56:56,
54425,54425,processing,DPD,,
54426,54426,cancelled,,,
54427,54427,delivered,UPS,2026-04-25 11:54:14,2026-04-26 11:54:14
54428,54428,processing,UPS,,
54429,54429,delivered,UPS,2026-01-10 07:03:38,2026-01-15 07:03:38
54430,54430,delivered,UPS,2025-09-11 12:54:50,2025-09-20 12:54:50
54431,54431,delivered,DPD,2025-08-27 09:28:21,2025-09-04 09:28:21
54432,54432,processing,DHL,,
54433,54433,cancelled,,,
54434,54434,processing,FedEx,,
54435,54435,shipped,InPost,2025-11-26 14:35:55,
54436,54436,shipped,UPS,2025-11-15 02:16:29,
54437,54437,processing,InPost,,
54438,54438,shipped,UPS,2026-02-24 10:20:33,
54439,54439,delivered,InPost,2025-12-23 01:34:26,2026-01-01 01:34:26
54440,54440,shipped,DPD,2025-10-06 23:38:08,
54441,54441,shipped,DPD,2025-08-07 00:01:33,
54442,54442,processing,UPS,,
54443,54443,shipped,DPD,2026-05-03 22:21:41,
54444,54444,delivered,InPost,2025-10-08 12:14:39,2025-10-13 12:14:39
54445,54445,shipped,InPost,2026-01-10 02:27:39,
54446,54446,shipped,FedEx,2026-03-11 01:01:38,
54447,54447,delivered,UPS,2026-01-10 21:26:47,2026-01-18 21:26:47
54448,54448,processing,DPD,,
54449,54449,delivered,DHL,2026-01-15 05:12:22,2026-01-17 05:12:22
54450,54450,cancelled,,,
54451,54451,delivered,DHL,2025-09-18 17:17:39,2025-09-25 17:17:39
54452,54452,processing,UPS,,
54453,54453,shipped,DPD,2026-03-07 02:58:29,
54454,54454,shipped,InPost,2025-10-24 13:52:34,
54455,54455,delivered,DPD,2026-03-31 01:49:12,2026-04-09 01:49:12
